date,delay,distance,origin,destination
01070800,0,2229,SFO,EWR
01070720,-4,1604,SFO,ORD
01071205,-2,1604,SFO,ORD
01071015,-1,1307,SFO,AUS
01071215,-2,360,SFO,LAS
01070800,2,293,SFO,LAX
01070805,6,2245,SFO,FLL
01070925,-3,2350,SFO,BOS
01072255,10,2350,SFO,BOS
01070720,-4,1273,SFO,DFW
01071235,-10,1273,SFO,DFW
01071810,-10,1273,SFO,DFW
01070700,2,590,SFO,SEA
01071425,-3,590,SFO,SEA
01071605,1,590,SFO,SEA
01072030,3,590,SFO,SEA
01070935,0,478,SFO,PDX
01072035,107,478,SFO,PDX
01071535,1,478,SFO,PDX
01070900,-7,360,SFO,LAS
01071345,-1,360,SFO,LAS
01071440,-1,360,SFO,LAS
01071130,-1,360,SFO,LAS
01071810,12,360,SFO,LAS
01070645,31,293,SFO,LAX
01071105,3,293,SFO,LAX
01071315,-1,293,SFO,LAX
01071535,2,293,SFO,LAX
01071620,-7,293,SFO,LAX
01071930,-4,293,SFO,LAX
01070700,9,388,SFO,SAN
01071005,-5,388,SFO,SAN
01071515,-2,388,SFO,SAN
01071750,8,388,SFO,SAN
01071955,-4,388,SFO,SAN
01071425,0,2229,SFO,EWR
01080800,-6,2122,SFO,DCA
01080700,-7,2247,SFO,JFK
01080920,-1,2247,SFO,JFK
01081400,55,366,SFO,PSP
01081505,80,2247,SFO,JFK
01082320,-5,2247,SFO,JFK
01080940,-6,2102,SFO,IAD
01081455,-2,2102,SFO,IAD
01080935,-7,2191,SFO,PHL
01080800,0,2229,SFO,EWR
01080725,-5,1604,SFO,ORD
01081115,44,1604,SFO,ORD
01081015,-5,1307,SFO,AUS
01081215,22,360,SFO,LAS
01080810,-3,2245,SFO,FLL
01082310,-6,2245,SFO,FLL
01080925,-5,2350,SFO,BOS
01082250,11,2350,SFO,BOS
01080720,-2,1273,SFO,DFW
01081250,66,1273,SFO,DFW
01081815,-1,1273,SFO,DFW
01080700,-4,590,SFO,SEA
01081615,22,590,SFO,SEA
01082005,16,590,SFO,SEA
01080905,-3,478,SFO,PDX
01082005,12,478,SFO,PDX
01081535,9,478,SFO,PDX
01080900,-1,360,SFO,LAS
01081325,94,360,SFO,LAS
01081440,6,360,SFO,LAS
01081800,61,360,SFO,LAS
01080630,-5,293,SFO,LAX
01081130,70,293,SFO,LAX
01081325,51,293,SFO,LAX
01081535,26,293,SFO,LAX
01081620,52,293,SFO,LAX
01081915,4,293,SFO,LAX
01082110,-1,293,SFO,LAX
01080700,0,388,SFO,SAN
01081005,-2,388,SFO,SAN
01081515,37,388,SFO,SAN
01081750,29,388,SFO,SAN
01081955,-4,388,SFO,SAN
01081425,22,2229,SFO,EWR
01081030,-3,293,SFO,LAX
01090800,-4,2122,SFO,DCA
01090700,-5,2247,SFO,JFK
01090920,4,2247,SFO,JFK
01091400,-8,366,SFO,PSP
01091505,7,2247,SFO,JFK
01092320,-2,2247,SFO,JFK
01090940,-7,2102,SFO,IAD
01091455,34,2102,SFO,IAD
01090935,-11,2191,SFO,PHL
01090800,-6,2229,SFO,EWR
01092130,-6,2229,SFO,EWR
01090725,-6,1604,SFO,ORD
01091115,-5,1604,SFO,ORD
01091015,-5,1307,SFO,AUS
01091215,11,360,SFO,LAS
01090810,1,2245,SFO,FLL
01092310,-5,2245,SFO,FLL
01090925,-1,2350,SFO,BOS
01092250,-5,2350,SFO,BOS
01090720,-2,1273,SFO,DFW
01091250,40,1273,SFO,DFW
01091815,-9,1273,SFO,DFW
01090700,-4,590,SFO,SEA
01091205,3,590,SFO,SEA
01091615,-4,590,SFO,SEA
01092005,-7,590,SFO,SEA
01092005,-8,478,SFO,PDX
01091535,-3,478,SFO,PDX
01090900,-3,360,SFO,LAS
01091325,-4,360,SFO,LAS
01091440,36,360,SFO,LAS
01091800,-5,360,SFO,LAS
01091835,-2,360,SFO,LAS
01090645,-4,293,SFO,LAX
01091130,-3,293,SFO,LAX
01090905,-5,478,SFO,PDX
01091325,-4,293,SFO,LAX
01091535,8,293,SFO,LAX
01091620,-3,293,SFO,LAX
01091915,13,293,SFO,LAX
01092040,-3,293,SFO,LAX
01090700,-7,388,SFO,SAN
01091005,-7,388,SFO,SAN
01091515,-3,388,SFO,SAN
01091750,18,388,SFO,SAN
01091955,-6,388,SFO,SAN
01091425,31,2229,SFO,EWR
01092035,126,360,SFO,LAS
01091740,-5,293,SFO,LAX
01090800,-4,293,SFO,LAX
01100800,-5,2122,SFO,DCA
01100700,10,2247,SFO,JFK
01100920,4,2247,SFO,JFK
01101400,-2,366,SFO,PSP
01101505,35,2247,SFO,JFK
01102320,-7,2247,SFO,JFK
01100940,-6,2102,SFO,IAD
01101455,-2,2102,SFO,IAD
01100935,-8,2191,SFO,PHL
01100800,15,2229,SFO,EWR
01100725,9,1604,SFO,ORD
01101115,28,1604,SFO,ORD
01101015,-6,1307,SFO,AUS
01101215,-2,360,SFO,LAS
01100810,0,2245,SFO,FLL
01102310,-6,2245,SFO,FLL
01100925,4,2350,SFO,BOS
01102250,0,2350,SFO,BOS
01100720,-4,1273,SFO,DFW
01101250,42,1273,SFO,DFW
01101815,-8,1273,SFO,DFW
01100700,-1,590,SFO,SEA
01101205,-2,590,SFO,SEA
01101615,-10,590,SFO,SEA
01102005,-6,590,SFO,SEA
01102005,-2,478,SFO,PDX
01101535,-5,478,SFO,PDX
01100900,-6,360,SFO,LAS
01101325,17,360,SFO,LAS
01101440,-2,360,SFO,LAS
01101800,1,360,SFO,LAS
01101835,-7,360,SFO,LAS
01100645,9,293,SFO,LAX
01101130,10,293,SFO,LAX
01100905,-4,478,SFO,PDX
01101325,76,293,SFO,LAX
01101535,-7,293,SFO,LAX
01101620,-6,293,SFO,LAX
01101915,1,293,SFO,LAX
01102045,-3,293,SFO,LAX
01100700,1,388,SFO,SAN
01101005,-9,388,SFO,SAN
01101515,1,388,SFO,SAN
01101750,34,388,SFO,SAN
01101955,-4,388,SFO,SAN
01101425,8,2229,SFO,EWR
01102035,-5,360,SFO,LAS
01101740,2,293,SFO,LAX
01100800,-2,293,SFO,LAX
01110800,0,2122,SFO,DCA
01110700,-1,2247,SFO,JFK
01110920,15,2247,SFO,JFK
01111400,-4,366,SFO,PSP
01111455,-2,2102,SFO,IAD
01110935,43,2191,SFO,PHL
01110800,101,2229,SFO,EWR
01111015,-3,1307,SFO,AUS
01111215,1,360,SFO,LAS
01111400,9,2125,SFO,MCO
01110810,-5,2245,SFO,FLL
01110925,-4,2350,SFO,BOS
01111045,-2,590,SFO,SEA
01112005,-4,590,SFO,SEA
01112005,-8,478,SFO,PDX
01110900,-4,360,SFO,LAS
01111325,-8,360,SFO,LAS
01111440,-2,360,SFO,LAS
01111600,5,360,SFO,LAS
01111810,-2,360,SFO,LAS
01111130,-2,293,SFO,LAX
01110905,-3,478,SFO,PDX
01111320,0,293,SFO,LAX
01111535,-3,293,SFO,LAX
01111620,2,293,SFO,LAX
01111005,1,388,SFO,SAN
01111515,-3,388,SFO,SAN
01110935,11,1604,SFO,ORD
01111425,-7,2245,SFO,FLL
01110935,1,1273,SFO,DFW
01110800,-7,293,SFO,LAX
01120800,-4,2122,SFO,DCA
01120700,6,2247,SFO,JFK
01120920,7,2247,SFO,JFK
01121400,-8,366,SFO,PSP
01121505,12,2247,SFO,JFK
01122320,-10,2247,SFO,JFK
01120940,-2,2102,SFO,IAD
01121455,-7,2102,SFO,IAD
01120935,-4,2191,SFO,PHL
01120800,-4,2229,SFO,EWR
01122130,-10,2229,SFO,EWR
01121115,-7,1604,SFO,ORD
01121015,-13,1307,SFO,AUS
01121215,-1,360,SFO,LAS
01120810,-2,2245,SFO,FLL
01122310,-12,2245,SFO,FLL
01120925,0,2350,SFO,BOS
01122250,-2,2350,SFO,BOS
01120720,-6,1273,SFO,DFW
01121250,-4,1273,SFO,DFW
01121815,-2,1273,SFO,DFW
01121205,-4,590,SFO,SEA
01121615,-6,590,SFO,SEA
01122005,-3,590,SFO,SEA
01122005,-4,478,SFO,PDX
01121535,-2,478,SFO,PDX
01120900,-8,360,SFO,LAS
01121325,2,360,SFO,LAS
01121450,-2,360,SFO,LAS
01121800,-11,360,SFO,LAS
01121835,-9,360,SFO,LAS
01121130,-3,293,SFO,LAX
01121320,-3,293,SFO,LAX
01121535,-6,293,SFO,LAX
01121620,-1,293,SFO,LAX
01121915,2,293,SFO,LAX
01122050,-5,293,SFO,LAX
01121005,-10,388,SFO,SAN
01121515,-5,388,SFO,SAN
01121750,-5,388,SFO,SAN
01121955,-11,388,SFO,SAN
01121425,0,2229,SFO,EWR
01120800,-6,360,SFO,LAS
01122035,-6,360,SFO,LAS
01121740,-1,293,SFO,LAX
01121040,2,293,SFO,LAX
01120800,-4,293,SFO,LAX
01121615,-5,293,SFO,LAX
01130800,-3,2122,SFO,DCA
01130700,-1,2247,SFO,JFK
01130920,1,2247,SFO,JFK
01131400,-7,366,SFO,PSP
01131505,9,2247,SFO,JFK
01132320,-4,2247,SFO,JFK
01130940,-5,2102,SFO,IAD
01131455,-4,2102,SFO,IAD
01130935,-7,2191,SFO,PHL
01130800,-2,2229,SFO,EWR
01130725,4,1604,SFO,ORD
01131115,-3,1604,SFO,ORD
01131015,-7,1307,SFO,AUS
01131215,-2,360,SFO,LAS
01130810,-2,2245,SFO,FLL
01130925,-4,2350,SFO,BOS
01132250,9,2350,SFO,BOS
01130720,-2,1273,SFO,DFW
01131250,-3,1273,SFO,DFW
01131815,-11,1273,SFO,DFW
01130700,-4,590,SFO,SEA
01131205,-7,590,SFO,SEA
01131615,-7,590,SFO,SEA
01132005,10,590,SFO,SEA
01132005,-11,478,SFO,PDX
01131535,-5,478,SFO,PDX
01130900,-5,360,SFO,LAS
01131325,-4,360,SFO,LAS
01131450,-6,360,SFO,LAS
01131800,-3,360,SFO,LAS
01131835,-10,360,SFO,LAS
01130645,-5,293,SFO,LAX
01131130,-2,293,SFO,LAX
01130905,-5,478,SFO,PDX
01131325,0,293,SFO,LAX
01131535,3,293,SFO,LAX
01131620,-1,293,SFO,LAX
01131915,-9,293,SFO,LAX
01132040,-5,293,SFO,LAX
01130700,-9,388,SFO,SAN
01131005,-5,388,SFO,SAN
01131515,-5,388,SFO,SAN
01131750,-10,388,SFO,SAN
01131955,-4,388,SFO,SAN
01131425,-4,2229,SFO,EWR
01130800,-6,293,SFO,LAX
01140800,-4,2122,SFO,DCA
01140700,-6,2247,SFO,JFK
01140920,-5,2247,SFO,JFK
01141505,-5,2247,SFO,JFK
01142320,-6,2247,SFO,JFK
01140940,-4,2102,SFO,IAD
01141455,-8,2102,SFO,IAD
01140935,-7,2191,SFO,PHL
01140800,-6,2229,SFO,EWR
01140725,-7,1604,SFO,ORD
01141115,-3,1604,SFO,ORD
01141015,-4,1307,SFO,AUS
01141215,-1,360,SFO,LAS
01140810,-4,2245,SFO,FLL
01140925,-3,2350,SFO,BOS
01142250,-2,2350,SFO,BOS
01140720,-7,1273,SFO,DFW
01141250,-3,1273,SFO,DFW
01141815,-8,1273,SFO,DFW
01140700,-5,590,SFO,SEA
01141205,-3,590,SFO,SEA
01141615,-7,590,SFO,SEA
01142005,-5,590,SFO,SEA
01142005,-8,478,SFO,PDX
01141535,-7,478,SFO,PDX
01140900,-4,360,SFO,LAS
01141325,-3,360,SFO,LAS
01141800,-10,360,SFO,LAS
01140645,-3,293,SFO,LAX
01141130,33,293,SFO,LAX
01140905,-5,478,SFO,PDX
01141325,-4,293,SFO,LAX
01141535,-5,293,SFO,LAX
01141620,-9,293,SFO,LAX
01141915,-5,293,SFO,LAX
01142040,-6,293,SFO,LAX
01140700,-13,388,SFO,SAN
01141005,-6,388,SFO,SAN
01141515,-3,388,SFO,SAN
01141750,-11,388,SFO,SAN
01141955,-10,388,SFO,SAN
01141425,-8,2229,SFO,EWR
01140800,14,293,SFO,LAX
01150800,-4,2122,SFO,DCA
01150700,-3,2247,SFO,JFK
01150920,-2,2247,SFO,JFK
01151400,-3,366,SFO,PSP
01151505,-1,2247,SFO,JFK
01152320,-1,2247,SFO,JFK
01150940,-7,2102,SFO,IAD
01151455,-5,2102,SFO,IAD
01150935,-4,2191,SFO,PHL
01150800,-4,2229,SFO,EWR
01150725,-4,1604,SFO,ORD
01151115,-5,1604,SFO,ORD
01151015,-6,1307,SFO,AUS
01151215,-4,360,SFO,LAS
01150810,0,2245,SFO,FLL
01152310,-3,2245,SFO,FLL
01150925,1,2350,SFO,BOS
01152250,-3,2350,SFO,BOS
01150720,-3,1273,SFO,DFW
01151250,-4,1273,SFO,DFW
01151815,-10,1273,SFO,DFW
01150700,-1,590,SFO,SEA
01151205,-3,590,SFO,SEA
01151615,-6,590,SFO,SEA
01152005,-1,590,SFO,SEA
01152005,-10,478,SFO,PDX
01151535,-6,478,SFO,PDX
01150900,-7,360,SFO,LAS
01151325,-1,360,SFO,LAS
01151450,-3,360,SFO,LAS
01151800,-7,360,SFO,LAS
01150630,-5,293,SFO,LAX
01151130,-6,293,SFO,LAX
01150905,-7,478,SFO,PDX
01151325,0,293,SFO,LAX
01151535,-3,293,SFO,LAX
01151620,-3,293,SFO,LAX
01151915,-4,293,SFO,LAX
01152110,-6,293,SFO,LAX
01150700,3,388,SFO,SAN
01151005,0,388,SFO,SAN
01151515,-5,388,SFO,SAN
01151750,-4,388,SFO,SAN
01151955,-3,388,SFO,SAN
01151425,0,2229,SFO,EWR
01150800,0,293,SFO,LAX
01160800,2,2122,SFO,DCA
01160700,-3,2247,SFO,JFK
01160920,-1,2247,SFO,JFK
01161400,-2,366,SFO,PSP
01161505,-1,2247,SFO,JFK
01162320,-3,2247,SFO,JFK
01160940,-6,2102,SFO,IAD
01161455,-4,2102,SFO,IAD
01160935,-4,2191,SFO,PHL
01160800,3,2229,SFO,EWR
01162130,-4,2229,SFO,EWR
01160725,-3,1604,SFO,ORD
01161115,-7,1604,SFO,ORD
01161015,-6,1307,SFO,AUS
01161215,-6,360,SFO,LAS
01160810,-1,2245,SFO,FLL
01162310,-3,2245,SFO,FLL
01160925,-5,2350,SFO,BOS
01162250,0,2350,SFO,BOS
01160720,-5,1273,SFO,DFW
01161250,-5,1273,SFO,DFW
01161815,0,1273,SFO,DFW
01160700,-4,590,SFO,SEA
01161205,-3,590,SFO,SEA
01161615,-3,590,SFO,SEA
01162005,-6,590,SFO,SEA
01162005,-3,478,SFO,PDX
01161535,-2,478,SFO,PDX
01160900,-2,360,SFO,LAS
01161325,2,360,SFO,LAS
01161450,-6,360,SFO,LAS
01161800,-6,360,SFO,LAS
01161835,-1,360,SFO,LAS
01160645,-4,293,SFO,LAX
01161130,-4,293,SFO,LAX
01160905,-7,478,SFO,PDX
01161325,-10,293,SFO,LAX
01161535,0,293,SFO,LAX
01161620,-5,293,SFO,LAX
01161915,-2,293,SFO,LAX
01162040,-2,293,SFO,LAX
01160700,-5,388,SFO,SAN
01161005,1,388,SFO,SAN
01161515,0,388,SFO,SAN
01161750,-5,388,SFO,SAN
01161955,-3,388,SFO,SAN
01161425,-1,2229,SFO,EWR
01162035,-4,360,SFO,LAS
01161740,-10,293,SFO,LAX
01160800,-2,293,SFO,LAX
01170800,-7,2122,SFO,DCA
01170700,-4,2247,SFO,JFK
01170920,-3,2247,SFO,JFK
01171400,-7,366,SFO,PSP
01171505,-9,2247,SFO,JFK
01172320,-4,2247,SFO,JFK
01170940,-4,2102,SFO,IAD
01171455,-5,2102,SFO,IAD
01170935,-6,2191,SFO,PHL
01170800,-2,2229,SFO,EWR
01170725,0,1604,SFO,ORD
01171115,-4,1604,SFO,ORD
01171015,-5,1307,SFO,AUS
01171215,1,360,SFO,LAS
01170810,0,2245,SFO,FLL
01172310,-1,2245,SFO,FLL
01170925,-6,2350,SFO,BOS
01172250,1,2350,SFO,BOS
01170720,-5,1273,SFO,DFW
01171250,8,1273,SFO,DFW
01171815,-7,1273,SFO,DFW
01170700,15,590,SFO,SEA
01171205,-2,590,SFO,SEA
01171615,43,590,SFO,SEA
01172005,2,590,SFO,SEA
01172005,-3,478,SFO,PDX
01171535,-3,478,SFO,PDX
01170900,3,360,SFO,LAS
01171325,-5,360,SFO,LAS
01171450,-3,360,SFO,LAS
01171800,-5,360,SFO,LAS
01171835,11,360,SFO,LAS
01170645,-3,293,SFO,LAX
01171130,-3,293,SFO,LAX
01170905,12,478,SFO,PDX
01171325,-2,293,SFO,LAX
01171535,-4,293,SFO,LAX
01171620,-3,293,SFO,LAX
01171915,2,293,SFO,LAX
01172045,-3,293,SFO,LAX
01170700,-4,388,SFO,SAN
01171005,-7,388,SFO,SAN
01171515,-2,388,SFO,SAN
01171750,-1,388,SFO,SAN
01171955,-2,388,SFO,SAN
01171425,-2,2229,SFO,EWR
01171610,-3,360,SFO,LAS
01172035,-6,360,SFO,LAS
01171740,-3,293,SFO,LAX
01170800,-1,293,SFO,LAX
01171200,-2,293,SFO,LAX
01180800,-6,2122,SFO,DCA
01180700,-2,2247,SFO,JFK
01180920,-1,2247,SFO,JFK
01181400,-5,366,SFO,PSP
01181455,-7,2102,SFO,IAD
01180935,-5,2191,SFO,PHL
01180800,-5,2229,SFO,EWR
01181015,-6,1307,SFO,AUS
01181215,-3,360,SFO,LAS
01181400,-7,2125,SFO,MCO
01180810,29,2245,SFO,FLL
01180925,18,2350,SFO,BOS
01181045,-4,590,SFO,SEA
01182005,-7,590,SFO,SEA
01182005,-4,478,SFO,PDX
01180900,-4,360,SFO,LAS
01181325,-5,360,SFO,LAS
01181450,0,360,SFO,LAS
01181600,-4,360,SFO,LAS
01181810,26,360,SFO,LAS
01181130,0,293,SFO,LAX
01180905,-2,478,SFO,PDX
01181320,5,293,SFO,LAX
01181535,-10,293,SFO,LAX
01181620,-5,293,SFO,LAX
01181005,-1,388,SFO,SAN
01181515,11,388,SFO,SAN
01180935,1,1604,SFO,ORD
01181425,0,2245,SFO,FLL
01180935,-2,1273,SFO,DFW
01180800,-2,293,SFO,LAX
01190800,-8,2122,SFO,DCA
01190700,-8,2247,SFO,JFK
01190920,-2,2247,SFO,JFK
01191400,-7,366,SFO,PSP
01191505,-3,2247,SFO,JFK
01192320,0,2247,SFO,JFK
01190940,-4,2102,SFO,IAD
01191455,-7,2102,SFO,IAD
01190935,-3,2191,SFO,PHL
01190800,-3,2229,SFO,EWR
01192130,-3,2229,SFO,EWR
01191115,-8,1604,SFO,ORD
01191015,-4,1307,SFO,AUS
01191215,-9,360,SFO,LAS
01190810,-1,2245,SFO,FLL
01192310,-7,2245,SFO,FLL
01190925,0,2350,SFO,BOS
01192250,-6,2350,SFO,BOS
01190720,-8,1273,SFO,DFW
01191250,0,1273,SFO,DFW
01191815,-6,1273,SFO,DFW
01191205,1,590,SFO,SEA
01191615,-9,590,SFO,SEA
01192005,-8,590,SFO,SEA
01192005,-4,478,SFO,PDX
01191535,-7,478,SFO,PDX
01190900,-1,360,SFO,LAS
01191325,7,360,SFO,LAS
01191450,-5,360,SFO,LAS
01191800,0,360,SFO,LAS
01191835,-5,360,SFO,LAS
01191130,3,293,SFO,LAX
01191320,-9,293,SFO,LAX
01191535,-3,293,SFO,LAX
01191620,-4,293,SFO,LAX
01191915,-10,293,SFO,LAX
01192050,0,293,SFO,LAX
01191005,-7,388,SFO,SAN
01191515,-9,388,SFO,SAN
01191750,-5,388,SFO,SAN
01191955,-10,388,SFO,SAN
01191425,-4,2229,SFO,EWR
01190800,1,360,SFO,LAS
01192035,0,360,SFO,LAS
01191740,-7,293,SFO,LAX
01190800,-8,293,SFO,LAX
01191615,-5,293,SFO,LAX
01200800,-5,2122,SFO,DCA
01200700,-4,2247,SFO,JFK
01200920,-2,2247,SFO,JFK
01201400,-7,366,SFO,PSP
01201505,1,2247,SFO,JFK
01202320,-5,2247,SFO,JFK
01200940,-4,2102,SFO,IAD
01201455,7,2102,SFO,IAD
01200935,-10,2191,SFO,PHL
01200800,-3,2229,SFO,EWR
01200725,4,1604,SFO,ORD
01201115,-2,1604,SFO,ORD
01201015,-7,1307,SFO,AUS
01201215,-1,360,SFO,LAS
01200810,-1,2245,SFO,FLL
01200925,-3,2350,SFO,BOS
01202250,-3,2350,SFO,BOS
01200720,-5,1273,SFO,DFW
01201250,-6,1273,SFO,DFW
01201815,-5,1273,SFO,DFW
01200700,1,590,SFO,SEA
01201205,1,590,SFO,SEA
01201615,-2,590,SFO,SEA
01202005,-4,590,SFO,SEA
01202005,0,478,SFO,PDX
01201535,-5,478,SFO,PDX
01200900,-3,360,SFO,LAS
01201325,-1,360,SFO,LAS
01201450,-3,360,SFO,LAS
01201800,-4,360,SFO,LAS
01201835,-7,360,SFO,LAS
01200645,-2,293,SFO,LAX
01201130,0,293,SFO,LAX
01200905,-6,478,SFO,PDX
01201325,4,293,SFO,LAX
01201535,0,293,SFO,LAX
01201620,0,293,SFO,LAX
01201915,-3,293,SFO,LAX
01202040,-7,293,SFO,LAX
01200700,-5,388,SFO,SAN
01201005,-5,388,SFO,SAN
01201515,-5,388,SFO,SAN
01201750,-1,388,SFO,SAN
01201955,-6,388,SFO,SAN
01201425,1,2229,SFO,EWR
01200800,-2,293,SFO,LAX
01210800,0,2122,SFO,DCA
01210700,0,2247,SFO,JFK
01210920,0,2247,SFO,JFK
01211505,0,2247,SFO,JFK
01212320,99,2247,SFO,JFK
01210940,0,2102,SFO,IAD
01211455,16,2102,SFO,IAD
01210935,0,2191,SFO,PHL
01210800,0,2229,SFO,EWR
01210725,-3,1604,SFO,ORD
01211115,-9,1604,SFO,ORD
01211015,3,1307,SFO,AUS
01211215,-5,360,SFO,LAS
01210810,-2,2245,SFO,FLL
01210925,-1,2350,SFO,BOS
01212250,0,2350,SFO,BOS
01210720,-4,1273,SFO,DFW
01211250,-4,1273,SFO,DFW
01211815,-10,1273,SFO,DFW
01210700,-2,590,SFO,SEA
01211205,11,590,SFO,SEA
01211615,-10,590,SFO,SEA
01212005,-10,590,SFO,SEA
01212005,-8,478,SFO,PDX
01211535,-2,478,SFO,PDX
01210900,-3,360,SFO,LAS
01211325,-8,360,SFO,LAS
01211800,-4,360,SFO,LAS
01210645,-3,293,SFO,LAX
01211130,-5,293,SFO,LAX
01210905,-11,478,SFO,PDX
01211325,-4,293,SFO,LAX
01211535,-5,293,SFO,LAX
01211620,-4,293,SFO,LAX
01211915,-5,293,SFO,LAX
01212040,-5,293,SFO,LAX
01210700,-9,388,SFO,SAN
01211005,-3,388,SFO,SAN
01211515,-4,388,SFO,SAN
01211750,-11,388,SFO,SAN
01211955,-4,388,SFO,SAN
01211425,0,2229,SFO,EWR
01210800,-6,293,SFO,LAX
01220800,-2,2122,SFO,DCA
01220700,11,2247,SFO,JFK
01220920,1,2247,SFO,JFK
01221400,-5,366,SFO,PSP
01221505,-4,2247,SFO,JFK
01222320,0,2247,SFO,JFK
01220940,-3,2102,SFO,IAD
01221455,-8,2102,SFO,IAD
01220935,-5,2191,SFO,PHL
01220800,4,2229,SFO,EWR
01220725,-6,1604,SFO,ORD
01221115,-6,1604,SFO,ORD
01221015,-6,1307,SFO,AUS
01221215,0,360,SFO,LAS
01220810,-4,2245,SFO,FLL
01222310,-4,2245,SFO,FLL
01220925,-2,2350,SFO,BOS
01222250,-1,2350,SFO,BOS
01220720,-5,1273,SFO,DFW
01221250,-8,1273,SFO,DFW
01221815,-6,1273,SFO,DFW
01220700,5,590,SFO,SEA
01221205,-7,590,SFO,SEA
01221615,-6,590,SFO,SEA
01222005,-5,590,SFO,SEA
01222005,-9,478,SFO,PDX
01221535,-7,478,SFO,PDX
01220900,-4,360,SFO,LAS
01221325,-2,360,SFO,LAS
01221450,-3,360,SFO,LAS
01221800,-4,360,SFO,LAS
01220630,-2,293,SFO,LAX
01221130,-3,293,SFO,LAX
01220905,-7,478,SFO,PDX
01221325,-7,293,SFO,LAX
01221535,-3,293,SFO,LAX
01221620,2,293,SFO,LAX
01221915,-1,293,SFO,LAX
01222110,-7,293,SFO,LAX
01220700,-7,388,SFO,SAN
01221005,-2,388,SFO,SAN
01221515,-5,388,SFO,SAN
01221750,-5,388,SFO,SAN
01221955,-10,388,SFO,SAN
01221425,-7,2229,SFO,EWR
01220800,-9,293,SFO,LAX
01230800,-6,2122,SFO,DCA
01230700,-5,2247,SFO,JFK
01230920,3,2247,SFO,JFK
01231400,-7,366,SFO,PSP
01231505,-3,2247,SFO,JFK
01232320,5,2247,SFO,JFK
01230940,-5,2102,SFO,IAD
01231455,-5,2102,SFO,IAD
01230935,5,2191,SFO,PHL
01230800,0,2229,SFO,EWR
01232130,-4,2229,SFO,EWR
01230725,-5,1604,SFO,ORD
01231115,2,1604,SFO,ORD
01231015,10,1307,SFO,AUS
01231215,-3,360,SFO,LAS
01230810,2,2245,SFO,FLL
01232310,0,2245,SFO,FLL
01230925,42,2350,SFO,BOS
01232250,-4,2350,SFO,BOS
01230720,-5,1273,SFO,DFW
01231250,-1,1273,SFO,DFW
01231815,-10,1273,SFO,DFW
01230700,-6,590,SFO,SEA
01231205,-1,590,SFO,SEA
01231615,-5,590,SFO,SEA
01232005,-8,590,SFO,SEA
01232005,-1,478,SFO,PDX
01231535,-7,478,SFO,PDX
01230900,14,360,SFO,LAS
01231325,-4,360,SFO,LAS
01231450,-6,360,SFO,LAS
01231800,-6,360,SFO,LAS
01231835,-3,360,SFO,LAS
01230645,3,293,SFO,LAX
01231130,27,293,SFO,LAX
01230905,17,478,SFO,PDX
01231325,29,293,SFO,LAX
01231535,-8,293,SFO,LAX
01231620,-1,293,SFO,LAX
01231915,-7,293,SFO,LAX
01232040,-9,293,SFO,LAX
01230700,-3,388,SFO,SAN
01231005,22,388,SFO,SAN
01231515,-3,388,SFO,SAN
01231750,-6,388,SFO,SAN
01231955,-2,388,SFO,SAN
01231425,-2,2229,SFO,EWR
01232035,-10,360,SFO,LAS
01231740,-5,293,SFO,LAX
01230800,-3,293,SFO,LAX
01240800,-8,2122,SFO,DCA
01240700,-4,2247,SFO,JFK
01240920,-2,2247,SFO,JFK
01241400,-4,366,SFO,PSP
01241505,-6,2247,SFO,JFK
01242320,-11,2247,SFO,JFK
01240940,-9,2102,SFO,IAD
01241455,-2,2102,SFO,IAD
01240935,-8,2191,SFO,PHL
01240800,-6,2229,SFO,EWR
01240725,-4,1604,SFO,ORD
01241115,0,1604,SFO,ORD
01241015,-5,1307,SFO,AUS
01241215,1,360,SFO,LAS
01240810,-2,2245,SFO,FLL
01242310,-8,2245,SFO,FLL
01240925,-6,2350,SFO,BOS
01242250,4,2350,SFO,BOS
01240720,-8,1273,SFO,DFW
01241250,-9,1273,SFO,DFW
01241815,-7,1273,SFO,DFW
01240700,-6,590,SFO,SEA
01241205,-5,590,SFO,SEA
01241615,-6,590,SFO,SEA
01242005,-4,590,SFO,SEA
01242005,-5,478,SFO,PDX
01241535,-7,478,SFO,PDX
01240900,-2,360,SFO,LAS
01241325,7,360,SFO,LAS
01241450,-3,360,SFO,LAS
01241800,-7,360,SFO,LAS
01241835,-5,360,SFO,LAS
01240645,-5,293,SFO,LAX
01241130,-3,293,SFO,LAX
01240905,-5,478,SFO,PDX
01241325,1,293,SFO,LAX
01241535,-2,293,SFO,LAX
01241620,0,293,SFO,LAX
01241915,-1,293,SFO,LAX
01242045,-4,293,SFO,LAX
01240700,-1,388,SFO,SAN
01241005,-6,388,SFO,SAN
01241515,-2,388,SFO,SAN
01241750,-4,388,SFO,SAN
01241955,-5,388,SFO,SAN
01241425,-3,2229,SFO,EWR
01242035,-3,360,SFO,LAS
01241740,3,293,SFO,LAX
01240800,-6,293,SFO,LAX
01250800,-9,2122,SFO,DCA
01250700,-3,2247,SFO,JFK
01250920,32,2247,SFO,JFK
01251400,1,366,SFO,PSP
01251455,0,2102,SFO,IAD
01250935,-5,2191,SFO,PHL
01250800,-5,2229,SFO,EWR
